2.0,26.0,27.0,32.0,41.0,50.0
58.0,67.0,68.0,82.0,90.0,91.0
11.0,22.0,25.0,33.0,42.0,76.0
3.0,10.0,11.0,28.0,29.0,35.0
23.0,36.0,129.0,138.0,139.0,157.0
1.0,4.0,39.0,47.0,122.0,141.0
8.0,10.0,19.0,34.0,35.0,38.0
1.0,9.0,12.0,13.0,16.0,17.0
64.0,86.0,104.0,107.0,110.0,159.0
7.0,14.0,24.0,32.0,38.0,46.0
5.0,5.0,8.0,15.0,23.0,29.0
0.0,2.0,15.0,18.0,19.0,22.0
39.0,51.0,103.0,119.0,124.0,124.0
4.0,43.0,53.0,56.0,90.0,92.0
24.0,31.0,71.0,81.0,86.0,114.0
6.0,14.0,16.0,17.0,34.0,55.0
7.0,45.0,49.0,59.0,67.0,74.0
30.0,294.0,162.0,162.0,162.0,162.0
13.0,27.0,40.0,83.0,105.0,182.0
3.0,6.0,9.0,12.0,18.0,20.0
